Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,248,241,-7,160,240.0,-0.03,
Existants,J2,0,0,0,240,-1.0,,
Existants,J3,185,142,-43,168,141.0,-0.23,
Existants,J4,0,0,0,139,-1.0,,
Existants,J5,119,119,0,67,118.0,0.0,
Existants,J6,0,0,0,209,-1.0,,
Existants,J7,41,41,0,139,40.0,0.0,
Existants,J8,0,0,0,124,-1.0,,
Existants,J9,305,291,-14,167,290.0,-0.05,
Existants,J10,397,426,29,207,425.0,0.07,
Existants,J11,293,454,161,185,453.0,0.55,
Nouveaux acceptés,J12,,439,,473,0.93,,
Nouveaux acceptés,J13,,561,,442,1.27,,
Nouveaux acceptés,J14,,482,,500,0.96,,
Nouveaux acceptés,J15,,398,,416,0.96,,
Nouveaux acceptés,J16,,293,,458,0.64,,
