Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.87,45,45,0,0,0,0.0,0,255,90
Nouveaux acceptés,J2,0.34,,215,,,32,10.94,,255,183
Nouveaux acceptés,J3,0.27,,255,,,141,37.91,,255,114
Nouveaux acceptés,J4,0.08,,102,,,0,0.0,,255,104
