Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,132,-1.0,,
Existants,J2,0,0,0,114,-1.0,,
Existants,J3,0,0,0,189,-1.0,,
Existants,J4,232,341,109,185,340.0,0.47,
Existants,J5,83,67,-16,176,66.0,-0.19,
Existants,J6,92,190,98,173,189.0,1.07,
Existants,J7,71,62,-9,114,61.0,-0.13,
Existants,J8,234,276,42,137,275.0,0.18,
Nouveaux acceptés,J9,,442,,376,1.18,,
Nouveaux acceptés,J10,,0,,353,0.0,,
Nouveaux acceptés,J11,,342,,391,0.87,,
Nouveaux acceptés,J12,,503,,387,1.3,,
Nouveaux acceptés,J13,,285,,398,0.72,,
