Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,59,17,-42,118,16.0,-0.71,
Existants,J2,0,0,0,130,-1.0,,
Nouveaux acceptés,J3,,139,,165,0.84,,
Nouveaux acceptés,J4,,156,,200,0.78,,
Nouveaux acceptés,J5,,45,,154,0.29,,
