Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.89,76,105,29,0,0,0.0,0,207,110
Nouveaux acceptés,J2,0.07,,182,,,54,3.53,,207,128
Nouveaux acceptés,J3,0.11,,207,,,124,13.12,,207,83
Nouveaux acceptés,J4,0.4,,176,,,29,11.51,,207,147
