Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,289,250,-39,131,249.0,-0.13,
Existants,J2,143,143,0,165,142.0,0.0,
Existants,J3,266,269,3,118,268.0,0.01,
Existants,J4,22,22,0,176,21.0,0.0,
Existants,J5,46,46,0,106,45.0,0.0,
Existants,J6,0,0,0,103,-1.0,,
Existants,J7,84,84,0,184,83.0,0.0,
Existants,J8,28,28,0,176,27.0,0.0,
Nouveaux acceptés,J9,,18,,429,0.04,,
Nouveaux acceptés,J10,,283,,418,0.68,,
Nouveaux acceptés,J11,,184,,446,0.41,,
Nouveaux acceptés,J12,,27,,398,0.07,,
Nouveaux acceptés,J13,,106,,470,0.23,,
Nouveaux acceptés,J14,,256,,405,0.63,,
Nouveaux acceptés,J15,,309,,475,0.65,,
Nouveaux acceptés,J16,,283,,452,0.63,,
