Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.85,77,77,0,0,0,0.0,0,301,92
Nouveaux acceptés,J2,0.39,,130,,,0,0.0,,301,156
Nouveaux acceptés,J3,0.09,,204,,,10,0.89,,301,194
Nouveaux acceptés,J4,0.36,,301,,,71,25.91,,301,230
