Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,140,-1.0,,
Existants,J2,8,8,0,153,7.0,0.0,
Existants,J3,104,107,3,152,106.0,0.03,
Existants,J4,157,160,3,105,159.0,0.02,
Nouveaux acceptés,J5,,113,,267,0.42,,
Nouveaux acceptés,J6,,55,,261,0.21,,
Nouveaux acceptés,J7,,184,,294,0.63,,
Nouveaux acceptés,J8,,100,,222,0.45,,
