Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,66,60,-6,72,59.0,-0.09,
Existants,J2,0,24,24,114,23.0,,
Nouveaux acceptés,J3,,43,,122,0.35,,
