Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,161,-1.0,,
Existants,J2,0,0,0,206,-1.0,,
Existants,J3,483,678,195,185,677.0,0.4,
Existants,J4,267,534,267,211,533.0,1.0,
Existants,J5,128,128,0,189,127.0,0.0,
Existants,J6,114,114,0,155,113.0,0.0,
Existants,J7,168,168,0,215,167.0,0.0,
Existants,J8,371,610,239,194,609.0,0.64,
Nouveaux acceptés,J9,,461,,483,0.95,,
Nouveaux acceptés,J10,,569,,498,1.14,,
Nouveaux acceptés,J11,,507,,509,1.0,,
Nouveaux acceptés,J12,,0,,466,0.0,,
Nouveaux acceptés,J13,,8,,500,0.02,,
Nouveaux acceptés,J14,,231,,471,0.49,,
Nouveaux acceptés,J15,,448,,512,0.88,,
