Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,327,439,112,133,438.0,0.34,
Existants,J2,520,251,-269,229,250.0,-0.52,
Existants,J3,0,0,0,134,-1.0,,
Existants,J4,445,559,114,183,558.0,0.26,
Existants,J5,240,54,-186,284,53.0,-0.78,
Existants,J6,213,425,212,102,424.0,1.0,
Existants,J7,0,0,0,163,-1.0,,
Existants,J8,480,327,-153,239,326.0,-0.32,
Existants,J9,276,99,-177,159,98.0,-0.64,
Existants,J10,114,405,291,236,404.0,2.55,
Existants,J11,25,25,0,140,24.0,0.0,
Existants,J12,34,43,9,231,42.0,0.26,
Existants,J13,0,0,0,95,-1.0,,
Nouveaux acceptés,J14,,462,,316,1.46,,
Nouveaux acceptés,J15,,561,,346,1.62,,
Nouveaux acceptés,J16,,486,,362,1.34,,
