Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,77,-1.0,,
Existants,J2,14,14,0,143,13.0,0.0,
Existants,J3,121,153,32,64,152.0,0.26,
Existants,J4,144,233,89,115,232.0,0.62,
Existants,J5,225,178,-47,100,177.0,-0.21,
Nouveaux acceptés,J6,,125,,264,0.47,,
Nouveaux acceptés,J7,,331,,285,1.16,,
Nouveaux acceptés,J8,,236,,202,1.17,,
Nouveaux acceptés,J9,,290,,289,1.0,,
Nouveaux acceptés,J10,,173,,222,0.78,,
Nouveaux acceptés,J11,,0,,256,0.0,,
Nouveaux acceptés,J12,,363,,303,1.2,,
Nouveaux acceptés,J13,,190,,297,0.64,,
