Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.87,91,94,3,29,32,27.88,3,189,62
Existants,J2,1.0,137,140,3,11,14,13.97,3,189,126
Nouveaux acceptés,J3,0.12,,189,,,13,1.5,,189,176
