Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,289,64,-225,131,63.0,-0.78,
Existants,J2,143,249,106,165,248.0,0.74,
Existants,J3,266,273,7,118,272.0,0.03,
Existants,J4,22,97,75,176,96.0,3.41,
Existants,J5,46,30,-16,106,29.0,-0.35,
Existants,J6,0,53,53,103,52.0,,
Existants,J7,84,500,416,184,499.0,4.95,
Existants,J8,28,37,9,176,36.0,0.32,
Nouveaux acceptés,J9,,335,,189,1.77,,
Nouveaux acceptés,J10,,146,,98,1.49,,
Nouveaux acceptés,J11,,540,,150,3.6,,
Nouveaux acceptés,J12,,439,,177,2.48,,
