Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.91,146,204,58,18,76,69.46,58,309,128
Existants,J2,0.89,234,135,-99,98,0,0.0,-98,309,136
Existants,J3,0.96,174,210,36,75,111,106.4,36,309,99
Nouveaux acceptés,J4,0.39,,309,,,91,35.15,,309,218
