Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,19,19,0,173,18.0,0.0,
Existants,J2,0,0,0,235,-1.0,,
Existants,J3,0,0,0,195,-1.0,,
Existants,J4,0,0,0,100,-1.0,,
Existants,J5,491,679,188,268,678.0,0.38,
Existants,J6,0,0,0,160,-1.0,,
Existants,J7,323,378,55,167,377.0,0.17,
Existants,J8,135,115,-20,241,114.0,-0.15,
Existants,J9,119,119,0,143,118.0,0.0,
Existants,J10,704,921,217,105,920.0,0.31,
Existants,J11,462,563,101,156,562.0,0.22,
Existants,J12,401,464,63,275,463.0,0.16,
Existants,J13,35,206,171,276,205.0,4.89,
Nouveaux acceptés,J14,,471,,397,1.19,,
Nouveaux acceptés,J15,,274,,379,0.72,,
Nouveaux acceptés,J16,,468,,394,1.19,,
Nouveaux acceptés,J17,,68,,384,0.18,,
Nouveaux acceptés,J18,,731,,395,1.85,,
