Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,146,146,0,65,65,65.0,0,330,81
Existants,J2,1.0,111,111,0,0,0,0.0,0,330,112
Nouveaux acceptés,J3,1.0,,265,,,0,0.0,,330,268
Nouveaux acceptés,J4,1.0,,330,,,66,66.0,,330,264
Nouveaux acceptés,J5,1.0,,199,,,0,0.0,,330,221
