Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,15,15,0,146,14.0,0.0,
Existants,J2,74,74,0,128,73.0,0.0,
Existants,J3,139,139,0,137,138.0,0.0,
Existants,J4,155,155,0,86,154.0,0.0,
