Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.92,155,57,-98,41,0,0.0,-41,306,114
Existants,J2,0.81,105,175,70,0,54,43.91,54,306,121
Nouveaux acceptés,J3,0.25,,108,,,0,0.0,,306,108
Nouveaux acceptés,J4,0.33,,237,,,44,14.74,,306,193
Nouveaux acceptés,J5,0.21,,306,,,142,29.2,,306,164
