Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,248,315,67,160,314.0,0.27,
Existants,J2,0,58,58,240,57.0,,
Existants,J3,185,114,-71,168,113.0,-0.38,
Existants,J4,0,0,0,139,-1.0,,
Existants,J5,119,117,-2,67,116.0,-0.02,
Existants,J6,0,0,0,209,-1.0,,
Existants,J7,41,39,-2,139,38.0,-0.05,
Existants,J8,0,0,0,124,-1.0,,
Existants,J9,305,188,-117,167,187.0,-0.38,
Existants,J10,397,331,-66,207,330.0,-0.17,
Existants,J11,293,431,138,185,430.0,0.47,
Nouveaux acceptés,J12,,412,,348,1.18,,
Nouveaux acceptés,J13,,343,,355,0.97,,
