Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,70,-1.0,,
Existants,J2,0,0,0,96,-1.0,,
Nouveaux acceptés,J3,,12,,173,0.07,,
Nouveaux acceptés,J4,,61,,233,0.26,,
Nouveaux acceptés,J5,,79,,174,0.45,,
Nouveaux acceptés,J6,,132,,216,0.61,,
Nouveaux acceptés,J7,,0,,148,0.0,,
