Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,282,-1.0,,
Existants,J2,351,351,0,158,350.0,0.0,
Existants,J3,130,130,0,106,129.0,0.0,
Existants,J4,0,0,0,171,-1.0,,
Existants,J5,201,201,0,302,200.0,0.0,
Existants,J6,229,229,0,147,228.0,0.0,
Existants,J7,478,492,14,200,491.0,0.03,
Existants,J8,23,23,0,134,22.0,0.0,
Existants,J9,22,22,0,161,21.0,0.0,
Existants,J10,124,124,0,207,123.0,0.0,
Existants,J11,517,814,297,285,813.0,0.57,
Existants,J12,337,337,0,257,336.0,0.0,
Existants,J13,0,0,0,164,-1.0,,
Nouveaux acceptés,J14,,203,,680,0.3,,
Nouveaux acceptés,J15,,257,,723,0.36,,
Nouveaux acceptés,J16,,175,,685,0.26,,
Nouveaux acceptés,J17,,83,,729,0.11,,
Nouveaux acceptés,J18,,68,,686,0.1,,
Nouveaux acceptés,J19,,407,,729,0.56,,
