Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,159,159,0,181,158.0,0.0,
Existants,J2,11,11,0,162,10.0,0.0,
Existants,J3,0,0,0,55,-1.0,,
Existants,J4,288,130,-158,131,129.0,-0.55,
Existants,J5,0,0,0,108,-1.0,,
Existants,J6,0,0,0,190,-1.0,,
Existants,J7,309,247,-62,176,246.0,-0.2,
Existants,J8,87,297,210,197,296.0,2.41,
Nouveaux acceptés,J9,,276,,372,0.74,,
Nouveaux acceptés,J10,,289,,398,0.73,,
Nouveaux acceptés,J11,,25,,392,0.06,,
Nouveaux acceptés,J12,,432,,369,1.17,,
