Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,122,0,-122,114,-1.0,-1.0,
Existants,J2,17,17,0,96,16.0,0.0,
Existants,J3,162,161,-1,144,160.0,-0.01,
Existants,J4,2,2,0,87,1.0,0.0,
Existants,J5,70,70,0,99,69.0,0.0,
Nouveaux acceptés,J6,,116,,291,0.4,,
Nouveaux acceptés,J7,,145,,334,0.43,,
Nouveaux acceptés,J8,,56,,310,0.18,,
Nouveaux acceptés,J9,,70,,302,0.23,,
Nouveaux acceptés,J10,,85,,316,0.27,,
Nouveaux acceptés,J11,,451,,325,1.39,,
Nouveaux acceptés,J12,,0,,258,0.0,,
Nouveaux acceptés,J13,,434,,336,1.29,,
Nouveaux acceptés,J14,,240,,331,0.73,,
Nouveaux acceptés,J15,,364,,328,1.11,,
Nouveaux acceptés,J16,,143,,330,0.43,,
