Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,135,277,142,118,276.0,1.05,
Existants,J2,171,101,-70,128,100.0,-0.41,
Existants,J3,229,159,-70,123,158.0,-0.31,
Existants,J4,0,53,53,170,52.0,,
Existants,J5,0,0,0,78,-1.0,,
Existants,J6,102,0,-102,116,-1.0,-1.0,
Nouveaux acceptés,J7,,142,,362,0.39,,
Nouveaux acceptés,J8,,187,,379,0.49,,
Nouveaux acceptés,J9,,0,,389,0.0,,
Nouveaux acceptés,J10,,359,,359,1.0,,
Nouveaux acceptés,J11,,256,,365,0.7,,
Nouveaux acceptés,J12,,63,,268,0.24,,
Nouveaux acceptés,J13,,137,,315,0.43,,
