Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,60,85,25,92,84.0,0.42,
Existants,J2,149,159,10,173,158.0,0.07,
Existants,J3,5,5,0,81,4.0,0.0,
Existants,J4,0,0,0,123,-1.0,,
Existants,J5,127,117,-10,99,116.0,-0.08,
Nouveaux acceptés,J6,,29,,336,0.09,,
Nouveaux acceptés,J7,,117,,360,0.33,,
Nouveaux acceptés,J8,,396,,241,1.64,,
Nouveaux acceptés,J9,,115,,209,0.55,,
Nouveaux acceptés,J10,,232,,328,0.71,,
Nouveaux acceptés,J11,,159,,335,0.47,,
