Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,190,178,-12,95,177.0,-0.06,
Existants,J2,0,0,0,161,-1.0,,
Existants,J3,226,257,31,106,256.0,0.14,
Existants,J4,35,345,310,131,344.0,8.86,
Existants,J5,110,53,-57,114,52.0,-0.52,
Nouveaux acceptés,J6,,618,,324,1.91,,
Nouveaux acceptés,J7,,23,,167,0.14,,
Nouveaux acceptés,J8,,250,,353,0.71,,
Nouveaux acceptés,J9,,395,,332,1.19,,
Nouveaux acceptés,J10,,63,,154,0.41,,
Nouveaux acceptés,J11,,516,,355,1.45,,
Nouveaux acceptés,J12,,627,,397,1.58,,
Nouveaux acceptés,J13,,0,,364,0.0,,
Nouveaux acceptés,J14,,546,,260,2.1,,
Nouveaux acceptés,J15,,512,,221,2.32,,
Nouveaux acceptés,J16,,703,,382,1.84,,
Nouveaux acceptés,J17,,177,,242,0.73,,
Nouveaux acceptés,J18,,344,,218,1.58,,
