Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,318,603,285,127,602.0,0.9,
Existants,J2,377,525,148,150,524.0,0.39,
Existants,J3,0,7,7,236,6.0,,
Existants,J4,91,76,-15,230,75.0,-0.16,
Existants,J5,282,351,69,108,350.0,0.24,
Existants,J6,139,203,64,204,202.0,0.46,
Existants,J7,0,0,0,249,-1.0,,
Existants,J8,0,0,0,83,-1.0,,
Existants,J9,0,0,0,224,-1.0,,
Existants,J10,0,0,0,191,-1.0,,
Existants,J11,54,197,143,188,196.0,2.65,
Existants,J12,0,0,0,185,-1.0,,
Existants,J13,375,421,46,189,420.0,0.12,
Nouveaux acceptés,J14,,259,,309,0.84,,
Nouveaux acceptés,J15,,631,,300,2.1,,
Nouveaux acceptés,J16,,581,,320,1.82,,
