Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,91,91,0,142,90.0,0.0,
Existants,J2,408,455,47,141,454.0,0.12,
Existants,J3,119,119,0,174,118.0,0.0,
Existants,J4,39,39,0,126,38.0,0.0,
Existants,J5,307,467,160,186,466.0,0.52,
Existants,J6,222,521,299,192,520.0,1.35,
Existants,J7,204,204,0,150,203.0,0.0,
Existants,J8,8,8,0,116,7.0,0.0,
Nouveaux acceptés,J9,,2,,434,0.0,,
Nouveaux acceptés,J10,,398,,426,0.93,,
Nouveaux acceptés,J11,,287,,489,0.59,,
Nouveaux acceptés,J12,,214,,433,0.49,,
Nouveaux acceptés,J13,,0,,401,0.0,,
Nouveaux acceptés,J14,,437,,453,0.96,,
Nouveaux acceptés,J15,,94,,417,0.23,,
