Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,386,617,231,106,616.0,0.6,
Existants,J2,411,425,14,148,424.0,0.03,
Existants,J3,57,57,0,186,56.0,0.0,
Existants,J4,0,0,0,198,-1.0,,
Existants,J5,35,35,0,64,34.0,0.0,
Existants,J6,0,0,0,96,-1.0,,
Existants,J7,186,186,0,138,185.0,0.0,
Existants,J8,313,364,51,146,363.0,0.16,
Nouveaux acceptés,J9,,316,,476,0.66,,
Nouveaux acceptés,J10,,338,,460,0.73,,
Nouveaux acceptés,J11,,353,,466,0.76,,
Nouveaux acceptés,J12,,0,,470,0.0,,
Nouveaux acceptés,J13,,0,,481,0.0,,
Nouveaux acceptés,J14,,163,,485,0.34,,
Nouveaux acceptés,J15,,369,,544,0.68,,
