Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,378,618,240,107,617.0,0.63,
Existants,J2,87,87,0,80,86.0,0.0,
Existants,J3,127,104,-23,134,103.0,-0.18,
Existants,J4,217,322,105,87,321.0,0.48,
Existants,J5,59,130,71,133,129.0,1.2,
Existants,J6,325,488,163,83,487.0,0.5,
Existants,J7,236,341,105,110,340.0,0.44,
Existants,J8,0,0,0,110,-1.0,,
Existants,J9,8,8,0,122,7.0,0.0,
Existants,J10,140,117,-23,115,116.0,-0.16,
Nouveaux acceptés,J11,,190,,319,0.6,,
Nouveaux acceptés,J12,,829,,316,2.62,,
Nouveaux acceptés,J13,,0,,387,0.0,,
Nouveaux acceptés,J14,,9,,314,0.03,,
Nouveaux acceptés,J15,,743,,322,2.31,,
Nouveaux acceptés,J16,,626,,433,1.45,,
Nouveaux acceptés,J17,,336,,308,1.09,,
Nouveaux acceptés,J18,,796,,305,2.61,,
Nouveaux acceptés,J19,,891,,304,2.93,,
Nouveaux acceptés,J20,,878,,371,2.37,,
