Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,177,177,0,59,59,59.0,0,398,118
Existants,J2,1.0,129,129,0,0,0,0.0,0,398,130
Nouveaux acceptés,J3,1.0,,346,,,106,106.0,,398,240
Nouveaux acceptés,J4,1.0,,398,,,123,123.0,,398,275
Nouveaux acceptés,J5,1.0,,241,,,0,0.0,,398,252
