Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,109,136,27,1,28,28.0,27,283,108
Existants,J2,1.0,133,108,-25,40,15,15.0,-25,283,93
Nouveaux acceptés,J3,1.0,,226,,,13,13.0,,283,213
Nouveaux acceptés,J4,1.0,,283,,,96,96.0,,283,187
