Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,199,225,26,231,224.0,0.13,
Existants,J2,542,94,-448,177,93.0,-0.83,
Existants,J3,365,469,104,198,468.0,0.28,
Existants,J4,0,0,0,123,-1.0,,
Existants,J5,393,275,-118,246,274.0,-0.3,
Existants,J6,551,86,-465,339,85.0,-0.84,
Existants,J7,3,3,0,188,2.0,0.0,
Existants,J8,0,0,0,353,-1.0,,
Existants,J9,719,915,196,266,914.0,0.27,
Existants,J10,553,861,308,264,860.0,0.56,
Existants,J11,180,542,362,190,541.0,2.01,
Existants,J12,217,538,321,357,537.0,1.48,
Existants,J13,0,0,0,238,-1.0,,
Existants,J14,0,12,12,331,11.0,,
Nouveaux acceptés,J15,,573,,371,1.54,,
Nouveaux acceptés,J16,,700,,383,1.83,,
Nouveaux acceptés,J17,,853,,388,2.2,,
Nouveaux acceptés,J18,,550,,315,1.75,,
