Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,78,78,0,162,77.0,0.0,
Existants,J2,0,0,0,193,-1.0,,
Nouveaux acceptés,J3,,0,,388,0.0,,
