Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.94,85,85,0,0,0,0.0,0,257,101
Existants,J2,0.83,40,40,0,0,0,0.0,0,257,94
Nouveaux acceptés,J3,0.13,,257,,,0,0.0,,257,269
