Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,297,-1.0,,
Existants,J2,274,274,0,132,273.0,0.0,
Existants,J3,562,278,-284,290,277.0,-0.51,
Existants,J4,290,173,-117,329,172.0,-0.4,
Existants,J5,113,113,0,129,112.0,0.0,
Existants,J6,377,537,160,193,536.0,0.42,
Existants,J7,195,195,0,141,194.0,0.0,
Existants,J8,431,597,166,297,596.0,0.39,
Existants,J9,547,506,-41,299,505.0,-0.07,
Existants,J10,0,0,0,139,-1.0,,
Existants,J11,182,196,14,290,195.0,0.08,
Existants,J12,384,443,59,311,442.0,0.15,
Nouveaux acceptés,J13,,515,,562,0.92,,
Nouveaux acceptés,J14,,510,,621,0.82,,
Nouveaux acceptés,J15,,635,,584,1.09,,
Nouveaux acceptés,J16,,391,,562,0.7,,
Nouveaux acceptés,J17,,460,,569,0.81,,
