Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,26,26,0,88,25.0,0.0,
Existants,J2,0,0,0,108,-1.0,,
Existants,J3,347,115,-232,160,114.0,-0.67,
Existants,J4,66,216,150,109,215.0,2.27,
Existants,J5,17,14,-3,202,13.0,-0.18,
Existants,J6,47,359,312,208,358.0,6.64,
Existants,J7,199,205,6,205,204.0,0.03,
Existants,J8,171,37,-134,156,36.0,-0.78,
Existants,J9,233,313,80,215,312.0,0.34,
Existants,J10,0,0,0,67,-1.0,,
Nouveaux acceptés,J11,,313,,371,0.84,,
Nouveaux acceptés,J12,,394,,384,1.03,,
