Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,223,497,274,157,496.0,1.23,
Existants,J2,8,8,0,103,7.0,0.0,
Existants,J3,38,87,49,172,86.0,1.29,
Existants,J4,311,251,-60,150,250.0,-0.19,
Existants,J5,8,57,49,140,56.0,6.12,
Existants,J6,431,499,68,161,498.0,0.16,
Existants,J7,428,708,280,180,707.0,0.65,
Existants,J8,170,82,-88,96,81.0,-0.52,
Nouveaux acceptés,J9,,611,,261,2.34,,
Nouveaux acceptés,J10,,686,,373,1.84,,
Nouveaux acceptés,J11,,296,,291,1.02,,
Nouveaux acceptés,J12,,398,,356,1.12,,
Nouveaux acceptés,J13,,664,,316,2.1,,
Nouveaux acceptés,J14,,211,,240,0.88,,
Nouveaux acceptés,J15,,0,,344,0.0,,
