Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.91,146,146,0,18,18,16.45,0,322,128
Existants,J2,0.89,234,217,-17,98,81,71.86,-17,322,136
Existants,J3,0.96,174,223,49,75,124,118.87,49,322,99
Nouveaux acceptés,J4,0.39,,322,,,67,25.88,,322,255
