Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,37,129,92,127,128.0,2.49,
Existants,J2,57,144,87,168,143.0,1.53,
Existants,J3,177,64,-113,100,63.0,-0.64,
Existants,J4,10,10,0,96,9.0,0.0,
Nouveaux acceptés,J5,,220,,207,1.06,,
Nouveaux acceptés,J6,,24,,170,0.14,,
Nouveaux acceptés,J7,,128,,221,0.58,,
Nouveaux acceptés,J8,,199,,244,0.82,,
