Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,112,117,5,0,0,0.0,0,253,122
Existants,J2,1.0,168,173,5,58,63,63.0,5,253,110
Nouveaux acceptés,J3,1.0,,253,,,119,119.0,,253,134
