Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,99,99,0,124,98.0,0.0,
Existants,J2,0,0,0,142,-1.0,,
Existants,J3,290,356,66,136,355.0,0.23,
Existants,J4,96,119,23,185,118.0,0.24,
Existants,J5,0,0,0,117,-1.0,,
Existants,J6,0,0,0,89,-1.0,,
Existants,J7,217,240,23,120,239.0,0.11,
Existants,J8,0,0,0,72,-1.0,,
Nouveaux acceptés,J9,,239,,381,0.63,,
Nouveaux acceptés,J10,,386,,303,1.27,,
Nouveaux acceptés,J11,,176,,245,0.72,,
Nouveaux acceptés,J12,,0,,255,0.0,,
Nouveaux acceptés,J13,,222,,339,0.65,,
Nouveaux acceptés,J14,,211,,275,0.77,,
