Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,120,120,134,119.0,,
Existants,J2,90,34,-56,158,33.0,-0.62,
Existants,J3,149,182,33,153,181.0,0.22,
Existants,J4,129,73,-56,83,72.0,-0.43,
Nouveaux acceptés,J5,,260,,152,1.71,,
Nouveaux acceptés,J6,,0,,132,0.0,,
