Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,32,32,0,112,31.0,0.0,
Existants,J2,109,103,-6,115,102.0,-0.06,
Existants,J3,101,121,20,164,120.0,0.2,
Existants,J4,0,0,0,152,-1.0,,
Nouveaux acceptés,J5,,191,,304,0.63,,
Nouveaux acceptés,J6,,80,,199,0.4,,
Nouveaux acceptés,J7,,421,,229,1.84,,
Nouveaux acceptés,J8,,185,,226,0.82,,
Nouveaux acceptés,J9,,349,,274,1.27,,
Nouveaux acceptés,J10,,84,,252,0.33,,
Nouveaux acceptés,J11,,160,,257,0.62,,
Nouveaux acceptés,J12,,343,,242,1.42,,
Nouveaux acceptés,J13,,176,,280,0.63,,
Nouveaux acceptés,J14,,87,,243,0.36,,
