Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,197,197,0,165,196.0,0.0,
Existants,J2,83,83,0,132,82.0,0.0,
Existants,J3,133,133,0,167,132.0,0.0,
Existants,J4,10,10,0,146,9.0,0.0,
Existants,J5,75,75,0,151,74.0,0.0,
Nouveaux acceptés,J6,,0,,387,0.0,,
Nouveaux acceptés,J7,,452,,433,1.04,,
Nouveaux acceptés,J8,,511,,456,1.12,,
Nouveaux acceptés,J9,,338,,442,0.76,,
Nouveaux acceptés,J10,,643,,443,1.45,,
Nouveaux acceptés,J11,,207,,466,0.44,,
Nouveaux acceptés,J12,,131,,370,0.35,,
Nouveaux acceptés,J13,,337,,379,0.89,,
Nouveaux acceptés,J14,,252,,364,0.69,,
Nouveaux acceptés,J15,,415,,449,0.92,,
Nouveaux acceptés,J16,,694,,462,1.5,,
Nouveaux acceptés,J17,,576,,452,1.27,,
Nouveaux acceptés,J18,,515,,446,1.15,,
