Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,57,0,-57,130,-1.0,-1.0,
Existants,J2,0,0,0,116,-1.0,,
Existants,J3,0,63,63,180,62.0,,
Nouveaux acceptés,J4,,0,,87,0.0,,
Nouveaux acceptés,J5,,98,,189,0.52,,
