Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,105,138,33,117,137.0,0.31,
Existants,J2,139,172,33,135,171.0,0.24,
Existants,J3,31,31,0,128,30.0,0.0,
Existants,J4,0,0,0,92,-1.0,,
Existants,J5,55,55,0,110,54.0,0.0,
Existants,J6,30,30,0,76,29.0,0.0,
Nouveaux acceptés,J7,,3,,286,0.01,,
Nouveaux acceptés,J8,,179,,340,0.53,,
Nouveaux acceptés,J9,,375,,404,0.93,,
Nouveaux acceptés,J10,,556,,402,1.38,,
Nouveaux acceptés,J11,,57,,302,0.19,,
Nouveaux acceptés,J12,,255,,343,0.74,,
Nouveaux acceptés,J13,,494,,356,1.39,,
Nouveaux acceptés,J14,,416,,304,1.37,,
Nouveaux acceptés,J15,,264,,261,1.01,,
Nouveaux acceptés,J16,,230,,243,0.95,,
Nouveaux acceptés,J17,,308,,284,1.08,,
Nouveaux acceptés,J18,,306,,342,0.89,,
Nouveaux acceptés,J19,,163,,304,0.54,,
Nouveaux acceptés,J20,,181,,235,0.77,,
