Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,23,15,-8,96,14.0,-0.35,
Existants,J2,0,0,0,124,-1.0,,
Nouveaux acceptés,J3,,14,,194,0.07,,
Nouveaux acceptés,J4,,0,,160,0.0,,
