Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.96,83,83,0,0,0,0.0,0,268,124
Nouveaux acceptés,J2,0.27,,209,,,20,5.45,,268,189
Nouveaux acceptés,J3,0.3,,234,,,55,16.71,,268,179
Nouveaux acceptés,J4,0.07,,268,,,78,5.66,,268,190
