Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.81,119,114,-5,23,18,14.5,-5,167,96
Existants,J2,0.99,88,88,0,0,0,0.0,0,167,124
Nouveaux acceptés,J3,0.06,,167,,,0,0.0,,167,191
