Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.92,155,66,-89,41,0,0.0,-41,295,114
Existants,J2,0.81,105,114,9,0,0,0.0,0,295,121
Nouveaux acceptés,J3,0.33,,226,,,32,10.72,,295,194
Nouveaux acceptés,J4,0.21,,295,,,143,29.4,,295,152
