Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,26,17,-9,96,16.0,-0.35,
Existants,J2,133,110,-23,173,109.0,-0.17,
Existants,J3,0,0,0,133,-1.0,,
Existants,J4,264,432,168,136,431.0,0.64,
Existants,J5,131,247,116,169,246.0,0.89,
Existants,J6,69,60,-9,165,59.0,-0.13,
Existants,J7,0,0,0,152,-1.0,,
Existants,J8,0,0,0,174,-1.0,,
Nouveaux acceptés,J9,,114,,243,0.47,,
Nouveaux acceptés,J10,,346,,253,1.37,,
Nouveaux acceptés,J11,,346,,316,1.09,,
Nouveaux acceptés,J12,,49,,287,0.17,,
