Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,501,308,-193,240,307.0,-0.39,
Existants,J2,0,0,0,171,-1.0,,
Existants,J3,0,0,0,201,-1.0,,
Existants,J4,389,518,129,201,517.0,0.33,
Existants,J5,0,0,0,236,-1.0,,
Existants,J6,445,655,210,209,654.0,0.47,
Existants,J7,176,193,17,250,192.0,0.1,
Existants,J8,117,117,0,204,116.0,0.0,
Existants,J9,0,0,0,83,-1.0,,
Existants,J10,177,177,0,96,176.0,0.0,
Nouveaux acceptés,J11,,697,,520,1.34,,
Nouveaux acceptés,J12,,250,,508,0.49,,
Nouveaux acceptés,J13,,461,,517,0.89,,
Nouveaux acceptés,J14,,73,,508,0.14,,
Nouveaux acceptés,J15,,646,,506,1.28,,
Nouveaux acceptés,J16,,196,,456,0.43,,
Nouveaux acceptés,J17,,358,,512,0.7,,
