Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,114,85,-29,54,84.0,-0.25,
Existants,J2,0,0,0,180,-1.0,,
Existants,J3,0,0,0,67,-1.0,,
Nouveaux acceptés,J4,,103,,165,0.62,,
Nouveaux acceptés,J5,,233,,221,1.05,,
Nouveaux acceptés,J6,,245,,124,1.98,,
Nouveaux acceptés,J7,,163,,165,0.99,,
Nouveaux acceptés,J8,,81,,127,0.64,,
Nouveaux acceptés,J9,,223,,179,1.25,,
