Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.87,91,91,0,29,29,25.27,0,168,62
Existants,J2,1.0,137,70,-67,11,0,0.0,-11,168,126
Nouveaux acceptés,J3,0.12,,168,,,0,0.0,,168,213
