Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,159,159,0,181,158.0,0.0,
Existants,J2,11,11,0,162,10.0,0.0,
Existants,J3,0,0,0,55,-1.0,,
Existants,J4,288,288,0,131,287.0,0.0,
Existants,J5,0,0,0,108,-1.0,,
Existants,J6,0,0,0,190,-1.0,,
Existants,J7,309,309,0,176,308.0,0.0,
Existants,J8,87,87,0,197,86.0,0.0,
Nouveaux acceptés,J9,,230,,565,0.41,,
Nouveaux acceptés,J10,,411,,538,0.76,,
Nouveaux acceptés,J11,,218,,616,0.35,,
Nouveaux acceptés,J12,,596,,602,0.99,,
Nouveaux acceptés,J13,,405,,574,0.71,,
Nouveaux acceptés,J14,,229,,521,0.44,,
Nouveaux acceptés,J15,,0,,560,0.0,,
Nouveaux acceptés,J16,,532,,611,0.87,,
Nouveaux acceptés,J17,,30,,568,0.05,,
