Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,192,-1.0,,
Existants,J2,367,649,282,135,648.0,0.77,
Existants,J3,381,488,107,177,487.0,0.28,
Existants,J4,230,208,-22,172,207.0,-0.1,
Existants,J5,0,0,0,93,-1.0,,
Existants,J6,156,148,-8,152,147.0,-0.05,
Existants,J7,0,0,0,257,-1.0,,
Existants,J8,192,498,306,233,497.0,1.59,
Existants,J9,156,111,-45,86,110.0,-0.29,
Existants,J10,361,758,397,258,757.0,1.1,
Existants,J11,33,33,0,71,32.0,0.0,
Existants,J12,44,44,0,192,43.0,0.0,
Nouveaux acceptés,J13,,173,,384,0.45,,
Nouveaux acceptés,J14,,673,,337,2.0,,
Nouveaux acceptés,J15,,228,,263,0.87,,
Nouveaux acceptés,J16,,705,,336,2.1,,
Nouveaux acceptés,J17,,579,,296,1.96,,
