Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.96,83,83,0,0,0,0.0,0,235,124
Nouveaux acceptés,J2,0.27,,197,,,29,7.9,,235,168
Nouveaux acceptés,J3,0.3,,182,,,59,17.92,,235,123
Nouveaux acceptés,J4,0.07,,235,,,95,6.9,,235,140
