order_id,cut_time,nb_new_jobs,forward_size,backward_size,forward_cost,backward_cost,forward_cmax,backward_cmax,same_subset,forward_time_s,backward_time_s
2,38,7,4,6,12425,28925,436,589,False,2.5438,2.9754
