Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,155,-1.0,,
Existants,J2,0,0,0,221,-1.0,,
Existants,J3,0,0,0,115,-1.0,,
Existants,J4,422,427,5,228,426.0,0.01,
Existants,J5,0,0,0,203,-1.0,,
Existants,J6,353,353,0,139,352.0,0.0,
Existants,J7,0,0,0,99,-1.0,,
Existants,J8,164,164,0,196,163.0,0.0,
Existants,J9,155,155,0,234,154.0,0.0,
Existants,J10,453,453,0,98,452.0,0.0,
Existants,J11,240,240,0,225,239.0,0.0,
Nouveaux acceptés,J12,,299,,673,0.44,,
Nouveaux acceptés,J13,,344,,667,0.52,,
Nouveaux acceptés,J14,,95,,628,0.15,,
Nouveaux acceptés,J15,,116,,692,0.17,,
Nouveaux acceptés,J16,,226,,697,0.32,,
