Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,135,263,128,118,262.0,0.95,
Existants,J2,171,132,-39,128,131.0,-0.23,
Existants,J3,229,190,-39,123,189.0,-0.17,
Existants,J4,0,39,39,170,38.0,,
Existants,J5,0,0,0,78,-1.0,,
Existants,J6,102,0,-102,116,-1.0,-1.0,
Nouveaux acceptés,J7,,177,,362,0.49,,
Nouveaux acceptés,J8,,226,,379,0.6,,
Nouveaux acceptés,J9,,398,,359,1.11,,
Nouveaux acceptés,J10,,295,,365,0.81,,
Nouveaux acceptés,J11,,162,,268,0.6,,
Nouveaux acceptés,J12,,172,,315,0.55,,
