Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.82,51,51,0,0,0,0.0,0,332,68
Existants,J2,0.99,129,129,0,0,0,0.0,0,332,131
Nouveaux acceptés,J3,0.31,,326,,,84,25.73,,332,242
Nouveaux acceptés,J4,0.06,,332,,,126,7.88,,332,206
Nouveaux acceptés,J5,0.36,,273,,,123,44.08,,332,150
