Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,105,271,166,117,270.0,1.58,
Existants,J2,139,127,-12,135,126.0,-0.09,
Existants,J3,31,31,0,128,30.0,0.0,
Existants,J4,0,0,0,92,-1.0,,
Existants,J5,55,55,0,110,54.0,0.0,
Existants,J6,30,30,0,76,29.0,0.0,
Nouveaux acceptés,J7,,238,,300,0.79,,
Nouveaux acceptés,J8,,306,,267,1.15,,
Nouveaux acceptés,J9,,563,,244,2.31,,
Nouveaux acceptés,J10,,560,,391,1.43,,
Nouveaux acceptés,J11,,122,,363,0.34,,
Nouveaux acceptés,J12,,719,,295,2.44,,
Nouveaux acceptés,J13,,531,,270,1.97,,
Nouveaux acceptés,J14,,39,,244,0.16,,
Nouveaux acceptés,J15,,15,,325,0.05,,
Nouveaux acceptés,J16,,94,,116,0.81,,
Nouveaux acceptés,J17,,438,,231,1.9,,
Nouveaux acceptés,J18,,209,,224,0.93,,
Nouveaux acceptés,J19,,299,,314,0.95,,
Nouveaux acceptés,J20,,230,,84,2.74,,
